tanggal,pm10,so2,co,o3,no2
2021-01-01,43.0,15.0,10.0,33.0,5.0
2021-01-02,58.0,15.0,22.0,38.0,5.0
2021-01-03,64.0,14.0,20.0,35.0,5.0
2021-01-04,50.0,13.0,15.0,17.0,4.0
2021-01-05,59.0,15.0,19.0,42.0,7.0
2021-01-06,52.0,18.0,28.0,52.0,11.0
2021-01-07,22.0,16.0,12.0,44.0,5.0
2021-01-08,26.0,21.0,22.0,40.0,9.0
2021-01-09,25.0,17.0,32.0,31.0,8.0
2021-01-10,15.0,16.0,7.0,23.0,4.0
2021-01-11,57.0,17.0,15.0,56.0,4.0
2021-01-12,57.0,18.0,9.0,37.0,4.0
2021-01-13,26.0,16.0,6.0,39.0,3.0
2021-01-14,29.0,20.0,14.0,40.0,8.0
2021-01-15,24.0,19.0,16.0,64.0,6.0
2021-01-16,70.0,19.0,16.0,60.0,7.0
2021-01-17,58.0,22.0,11.0,43.0,9.0
2021-01-18,51.0,21.0,7.0,38.0,5.0
2021-01-19,42.0,19.0,7.0,37.0,6.0
2021-01-20,46.0,17.0,17.0,41.0,10.0
2021-01-21,52.0,18.0,19.0,44.0,9.0
2021-01-22,84.0,20.0,33.0,57.0,10.0
2021-01-23,89.0,19.0,42.0,64.0,13.0
2021-01-24,64.0,19.0,31.0,34.0,10.0
2021-01-25,60.0,18.0,23.0,67.0,8.0
2021-01-26,54.0,18.0,15.0,50.0,7.0
2021-01-27,33.0,17.0,5.0,30.0,4.0
2021-01-28,26.0,16.0,9.0,26.0,5.0
2021-01-29,28.0,17.0,9.0,48.0,4.0
2021-01-30,46.0,16.0,10.0,41.0,4.0
2021-01-31,38.0,17.0,7.0,39.0,4.0
2021-02-01,73.0,28.0,18.0,26.0,18.0
2021-02-02,53.0,25.0,10.0,27.0,14.0
2021-02-03,32.0,27.0,6.0,24.0,9.0
2021-02-04,29.0,26.0,11.0,24.0,13.0
2021-02-05,27.0,24.0,10.0,24.0,12.0
2021-02-06,34.0,24.0,8.0,32.0,12.0
2021-02-07,33.0,24.0,9.0,30.0,13.0
2021-02-08,26.0,24.0,9.0,35.0,12.0
2021-02-09,33.0,25.0,9.0,23.0,12.0
2021-02-10,50.0,24.0,11.0,23.0,10.0
2021-02-11,38.0,23.0,6.0,18.0,7.0
2021-02-12,63.0,25.0,13.0,20.0,8.0
2021-02-13,59.0,26.0,12.0,30.0,13.0
2021-02-14,55.0,25.0,11.0,35.0,13.0
2021-02-15,40.0,24.0,9.0,32.0,12.0
2021-02-16,36.0,24.0,9.0,34.0,15.0
