tanggal,stasiun,pm10,so2,co,o3,no2
2011-04-22,Jakarta Barat,,,,,
2011-04-22,Jakarta Pusat,55,16,26,125,15
2011-04-22,Jakarta Selatan,,,,,
2011-04-22,Jakarta Utara,52,10,18,94,19
2011-04-23,Jakarta Selatan,,,,,
2011-04-23,Jakarta Timur,62,4,12,69,22
2011-04-23,Jakarta Utara,53,9,17,127,16
2011-04-23,Jakarta Pusat,51,15,18,82,13
2011-04-23,Jakarta Barat,,,,,
2011-04-24,Jakarta Selatan,,,,,
2011-04-24,Jakarta Barat,,,,,
2011-04-24,Jakarta Timur,64,3,27,40,14
2011-04-24,Jakarta Utara,52,13,21,46,12
2011-04-24,Jakarta Pusat,53,15,27,83,16
2011-04-25,Jakarta Selatan,,,,,
2011-04-25,Jakarta Barat,,,,,
2011-04-25,Jakarta Utara,56,15,39,48,15
2011-04-25,Jakarta Pusat,55,17,36,70,14
2011-04-25,Jakarta Timur,65,4,39,68,16
2011-04-26,Jakarta Timur,71,5,22,62,14
2011-04-26,Jakarta Barat,,,,,
2011-04-26,Jakarta Utara,53,13,18,49,10
2011-04-26,Jakarta Pusat,57,24,27,61,15
2011-04-26,Jakarta Selatan,,,,,
2011-04-27,Jakarta Selatan,,,,,
2011-04-27,Jakarta Utara,52,13,29,58,19
2011-04-27,Jakarta Timur,68,4,43,60,22
2011-04-27,Jakarta Pusat,53,25,34,71,22
2011-04-27,Jakarta Barat,,,,,
2011-04-28,Jakarta Timur,62,4,22,51,11
2011-04-28,Jakarta Utara,49,14,28,45,10
2011-04-28,Jakarta Barat,,,,,
2011-04-28,Jakarta Pusat,54,18,32,68,15
2011-04-28,Jakarta Selatan,53,4,21,69,11
2011-04-29,Jakarta Utara,55,10,15,49,11
2011-04-29,Jakarta Pusat,56,19,27,60,14
2011-04-29,Jakarta Timur,77,4,19,54,20
2011-04-29,Jakarta Barat,,,,,
2011-04-29,Jakarta Selatan,56,4,25,76,9
2011-04-30,Jakarta Utara,57,10,35,68,23
2011-04-30,Jakarta Pusat,62,19,42,78,22
2011-04-30,Jakarta Barat,,,,,
2011-04-30,Jakarta Selatan,54,3,23,75,7
2011-04-30,Jakarta Timur,74,4,35,56,18
2011-05-01,Jakarta Pusat,59,18,51,88,20
2011-05-01,Jakarta Barat,,,,,
2011-05-01,Jakarta Utara,49,7,41,67,18
2011-05-01,Jakarta Selatan,52,3,25,66,7
2011-05-01,Jakarta Timur,71,4,54,66,31
2011-05-02,Jakarta Selatan,44,4,13,78,9
2011-05-02,Jakarta Barat,,,,,
2011-05-02,Jakarta Timur,61,5,16,98,12
2011-05-02,Jakarta Pusat,39,19,35,93,21
2011-05-02,Jakarta Utara,51,11,22,92,29
2011-05-03,Jakarta Barat,,,,,
2011-05-03,Jakarta Timur,69,6,22,35,18
2011-05-03,Jakarta Pusat,61,22,31,69,14
2011-05-03,Jakarta Selatan,44,3,22,26,9
2011-05-03,Jakarta Utara,60,15,25,58,28
2011-05-04,Jakarta Pusat,39,18,26,47,12
2011-05-04,Jakarta Selatan,40,3,18,29,5
2011-05-04,Jakarta Utara,33,7,20,43,15
2011-05-04,Jakarta Barat,,,,,
2011-05-04,Jakarta Timur,63,4,19,32,17
2011-05-05,Jakarta Selatan,53,3,18,19,6
2011-05-05,Jakarta Barat,,,,,
2011-05-05,Jakarta Utara,33,8,18,28,20
2011-05-05,Jakarta Timur,76,4,20,25,16
2011-05-05,Jakarta Pusat,39,17,28,63,11
2011-05-06,Jakarta Pusat,46,22,36,62,14
2011-05-06,Jakarta Timur,58,4,34,63,23
2011-05-06,Jakarta Selatan,35,3,29,44,6
2011-05-06,Jakarta Utara,43,8,34,65,16
2011-05-06,Jakarta Barat,,,,,
2011-05-07,Jakarta Pusat,39,22,30,63,10
2011-05-07,Jakarta Utara,36,8,31,47,13
2011-05-07,Jakarta Barat,,,,,
2011-05-07,Jakarta Timur,63,3,38,66,14
2011-05-07,Jakarta Selatan,29,3,22,54,6
2011-05-08,Jakarta Timur,56,4,42,32,13
2011-05-08,Jakarta Utara,34,6,39,32,13
2011-05-08,Jakarta Pusat,44,15,29,50,10
2011-05-08,Jakarta Selatan,49,3,33,32,7
2011-05-08,Jakarta Barat,,,,,
2011-05-09,Jakarta Pusat,,,,,
2011-05-09,Jakarta Selatan,34,3,14,94,6
2011-05-09,Jakarta Utara,42,9,20,143,11
2011-05-09,Jakarta Barat,,,,,
2011-05-09,Jakarta Timur,51,5,20,153,27
2011-05-10,Jakarta Barat,,,,,
2011-05-10,Jakarta Timur,78,5,27,127,24
2011-05-10,Jakarta Selatan,47,5,22,137,16
2011-05-10,Jakarta Utara,59,12,20,90,13
2011-05-10,Jakarta Pusat,57,20,29,107,19
2011-05-11,Jakarta Utara,44,19,16,84,13
2011-05-11,Jakarta Selatan,46,4,25,92,8
2011-05-11,Jakarta Pusat,57,19,30,89,20
2011-05-11,Jakarta Timur,79,5,22,76,29
2011-05-11,Jakarta Barat,,,,,
2011-05-12,Jakarta Utara,53,10,15,59,13
2011-05-12,Jakarta Barat,,,,,
2011-05-12,Jakarta Selatan,57,5,32,82,20
2011-05-12,Jakarta Pusat,60,19,31,75,17
2011-05-12,Jakarta Timur,84,4,32,57,18
2011-05-13,Jakarta Timur,,3,27,65,16
2011-05-13,Jakarta Pusat,59,18,35,87,18
2011-05-13,Jakarta Utara,51,14,19,63,18
2011-05-13,Jakarta Barat,,,,,
2011-05-13,Jakarta Selatan,57,4,22,80,10
2011-05-14,Jakarta Selatan,59,3,37,84,20
2011-05-14,Jakarta Pusat,60,17,33,72,19
2011-05-14,Jakarta Utara,,17,25,47,20
2011-05-14,Jakarta Timur,66,3,33,64,27
2011-05-14,Jakarta Barat,,,,,
2011-05-15,Jakarta Utara,,11,31,95,19
2011-05-15,Jakarta Pusat,55,16,31,85,13
2011-05-15,Jakarta Selatan,39,3,20,99,6
2011-05-15,Jakarta Timur,66,3,30,70,20
2011-05-15,Jakarta Barat,,,,,
2011-05-16,Jakarta Pusat,53,17,30,89,22
2011-05-16,Jakarta Timur,61,5,26,96,27
2011-05-16,Jakarta Barat,,,,,
2011-05-16,Jakarta Selatan,40,4,16,139,10
2011-05-16,Jakarta Utara,,17,23,113,19
2011-05-17,Jakarta Pusat,55,18,28,77,18
2011-05-17,Jakarta Selatan,44,4,21,133,12
2011-05-17,Jakarta Timur,63,4,30,87,21
2011-05-17,Jakarta Utara,,23,25,61,17
2011-05-17,Jakarta Barat,,,,,
2011-05-18,Jakarta Selatan,40,4,21,84,9
2011-05-18,Jakarta Barat,,,,,
2011-05-18,Jakarta Utara,,14,24,73,17
2011-05-18,Jakarta Pusat,52,18,34,77,19
2011-05-18,Jakarta Timur,69,4,22,85,14
2011-05-19,Jakarta Utara,73,18,32,55,19
2011-05-19,Jakarta Selatan,78,4,42,88,12
2011-05-19,Jakarta Pusat,67,20,41,71,19
2011-05-19,Jakarta Barat,,,,,
2011-05-19,Jakarta Timur,89,4,43,51,22
2011-05-20,Jakarta Barat,,,,,
2011-05-20,Jakarta Timur,68,4,18,78,18
2011-05-20,Jakarta Utara,54,11,20,84,16
2011-05-20,Jakarta Selatan,55,4,15,107,8
2011-05-20,Jakarta Pusat,53,20,36,78,19
2011-05-21,Jakarta Selatan,48,4,21,82,8
2011-05-21,Jakarta Utara,58,15,34,70,22
2011-05-21,Jakarta Pusat,,,,,
2011-05-21,Jakarta Timur,70,4,31,65,26
2011-05-21,Jakarta Barat,,,,,
2011-05-22,Jakarta Barat,,,,,
2011-05-22,Jakarta Timur,84,4,38,72,11
2011-05-22,Jakarta Selatan,63,4,32,78,10
2011-05-22,Jakarta Pusat,,,,,
2011-05-22,Jakarta Utara,56,11,21,71,11
2011-05-23,Jakarta Pusat,,,,,
2011-05-23,Jakarta Barat,,,,,
2011-05-23,Jakarta Timur,75,4,32,136,30
2011-05-23,Jakarta Selatan,56,5,20,140,12
2011-05-23,Jakarta Utara,61,15,30,79,19
2011-05-24,Jakarta Timur,68,4,16,93,13
2011-05-24,Jakarta Utara,54,18,16,55,18
2011-05-24,Jakarta Selatan,55,4,21,96,9
2011-05-24,Jakarta Pusat,55,19,34,3,19
2011-05-24,Jakarta Barat,,,,,
2011-05-25,Jakarta Selatan,53,5,17,113,20
2011-05-25,Jakarta Pusat,55,21,37,4,19
2011-05-25,Jakarta Timur,64,4,14,86,13
2011-05-25,Jakarta Utara,49,9,21,84,22
2011-05-25,Jakarta Barat,,,,,
2011-05-26,Jakarta Barat,,,,,
2011-05-26,Jakarta Timur,66,4,21,48,21
2011-05-26,Jakarta Selatan,54,4,17,114,11
2011-05-26,Jakarta Utara,56,11,26,54,25
2011-05-26,Jakarta Pusat,58,19,40,5,22
2011-05-27,Jakarta Utara,57,12,29,60,16
2011-05-27,Jakarta Selatan,56,5,20,95,18
2011-05-27,Jakarta Barat,,,,,
2011-05-27,Jakarta Timur,72,6,22,63,17
2011-05-27,Jakarta Pusat,59,21,37,48,18
2011-05-28,Jakarta Barat,,,,,
2011-05-28,Jakarta Utara,61,15,18,62,13
2011-05-28,Jakarta Pusat,59,21,30,68,15
2011-05-28,Jakarta Selatan,57,5,35,111,9
2011-05-28,Jakarta Timur,86,4,23,74,17
2011-05-29,Jakarta Timur,97,5,26,68,17
2011-05-29,Jakarta Barat,,,,,
2011-05-29,Jakarta Selatan,69,5,31,107,15
2011-05-29,Jakarta Utara,67,19,15,81,13
2011-05-29,Jakarta Pusat,62,23,19,89,14
2011-05-30,Jakarta Pusat,61,20,32,51,18
2011-05-30,Jakarta Timur,92,4,26,96,21
2011-05-30,Jakarta Selatan,66,4,25,98,9
2011-05-30,Jakarta Utara,61,12,21,66,16
2011-05-30,Jakarta Barat,,,,,
2011-05-31,Jakarta Selatan,57,4,15,87,10
2011-05-31,Jakarta Barat,,,,,
2011-05-31,Jakarta Utara,64,17,24,93,21
2011-05-31,Jakarta Pusat,62,21,35,79,26
2011-05-31,Jakarta Timur,81,4,21,82,23
2011-06-01,Jakarta Selatan,71,4,33,82,15
2011-06-01,Jakarta Timur,91,4,26,58,23
2011-06-01,Jakarta Barat,,,,,
2011-06-01,Jakarta Pusat,76,21,70,51,20
2011-06-01,Jakarta Utara,68,19,20,65,18
2011-06-02,Jakarta Utara,49,8,12,65,10
2011-06-02,Jakarta Selatan,52,5,14,61,7
2011-06-02,Jakarta Barat,,,,,
2011-06-02,Jakarta Timur,68,4,16,44,13
2011-06-02,Jakarta Pusat,56,17,25,59,9
2011-06-03,Jakarta Barat,,,,,
2011-06-03,Jakarta Utara,38,7,10,50,8
2011-06-03,Jakarta Timur,65,5,13,29,10
2011-06-03,Jakarta Selatan,49,5,9,37,6
2011-06-03,Jakarta Pusat,48,19,18,48,7
2011-06-04,Jakarta Barat,,,,,
2011-06-04,Jakarta Selatan,46,4,17,56,7
2011-06-04,Jakarta Utara,54,13,15,48,11
2011-06-04,Jakarta Pusat,46,21,16,44,7
2011-06-04,Jakarta Timur,73,4,17,37,9
2011-06-05,Jakarta Barat,,,,,
2011-06-05,Jakarta Timur,77,5,28,35,15
2011-06-05,Jakarta Pusat,47,17,25,52,9
2011-06-05,Jakarta Utara,51,12,23,54,14
2011-06-05,Jakarta Selatan,37,3,17,46,5
2011-06-06,Jakarta Pusat,52,17,37,60,21
2011-06-06,Jakarta Timur,70,4,23,81,18
2011-06-06,Jakarta Barat,,,,,
2011-06-06,Jakarta Utara,43,10,20,64,18
2011-06-06,Jakarta Selatan,46,4,17,68,9
2011-06-07,Jakarta Selatan,66,5,25,92,11
2011-06-07,Jakarta Timur,,5,38,69,17
2011-06-07,Jakarta Pusat,65,15,41,59,20
2011-06-07,Jakarta Utara,62,11,21,72,14
2011-06-07,Jakarta Barat,,,,,
2011-06-08,Jakarta Utara,67,20,20,70,14
2011-06-08,Jakarta Pusat,67,15,35,62,17
2011-06-08,Jakarta Selatan,59,4,24,85,9
2011-06-08,Jakarta Barat,,,,,
2011-06-08,Jakarta Timur,90,5,25,85,31
2011-06-09,Jakarta Utara,61,15,22,66,16
2011-06-09,Jakarta Pusat,57,12,37,56,18
2011-06-09,Jakarta Selatan,27,5,18,121,11
2011-06-09,Jakarta Barat,,,,,
2011-06-09,Jakarta Timur,82,5,17,75,27
2011-06-10,Jakarta Timur,71,4,14,68,19
2011-06-10,Jakarta Pusat,53,13,32,64,18
2011-06-10,Jakarta Barat,,,,,
2011-06-10,Jakarta Utara,67,18,17,57,15
2011-06-10,Jakarta Selatan,53,4,12,93,7
2011-06-11,Jakarta Timur,,7,39,80,15
2011-06-11,Jakarta Pusat,65,22,29,55,20
2011-06-11,Jakarta Barat,,,,,
2011-06-11,Jakarta Selatan,57,5,29,94,11
2011-06-11,Jakarta Utara,61,12,23,71,14
2011-06-12,Jakarta Pusat,59,21,20,64,14
2011-06-12,Jakarta Timur,93,5,29,56,25
2011-06-12,Jakarta Utara,59,15,14,51,12
2011-06-12,Jakarta Barat,,,,,
2011-06-12,Jakarta Selatan,61,6,19,84,11
2011-06-13,Jakarta Utara,63,16,19,61,19
2011-06-13,Jakarta Selatan,57,5,15,91,8
2011-06-13,Jakarta Pusat,57,18,29,68,16
2011-06-13,Jakarta Timur,,5,23,67,20
2011-06-13,Jakarta Barat,,,,,
2011-06-14,Jakarta Utara,71,21,16,88,14
2011-06-14,Jakarta Barat,,,,,
2011-06-14,Jakarta Pusat,62,23,27,66,20
2011-06-14,Jakarta Timur,88,4,17,93,18
2011-06-14,Jakarta Selatan,69,5,21,92,12
2011-06-15,Jakarta Timur,104,5,22,137,20
2011-06-15,Jakarta Pusat,,23,41,81,23
2011-06-15,Jakarta Barat,,,,,
2011-06-15,Jakarta Utara,62,16,20,137,18
2011-06-15,Jakarta Selatan,65,5,15,80,13
2011-06-16,Jakarta Pusat,60,23,35,70,19
2011-06-16,Jakarta Selatan,72,6,16,103,16
2011-06-16,Jakarta Barat,,,,,
2011-06-16,Jakarta Timur,110,5,18,91,14
2011-06-16,Jakarta Utara,63,14,16,,14
2011-06-17,Jakarta Utara,68,15,29,,24
2011-06-17,Jakarta Timur,105,5,32,77,21
2011-06-17,Jakarta Pusat,61,20,31,67,16
2011-06-17,Jakarta Selatan,99,6,34,81,12
2011-06-17,Jakarta Barat,,,,,
2011-06-18,Jakarta Timur,85,6,20,117,20
2011-06-18,Jakarta Selatan,63,6,15,128,13
2011-06-18,Jakarta Pusat,51,10,24,83,14
2011-06-18,Jakarta Barat,,,,,
2011-06-18,Jakarta Utara,58,15,14,119,13
2011-06-19,Jakarta Pusat,57,10,20,77,13
2011-06-19,Jakarta Timur,108,5,29,84,25
2011-06-19,Jakarta Utara,59,12,18,94,15
2011-06-19,Jakarta Barat,,,,,
2011-06-19,Jakarta Selatan,60,6,13,119,17
2011-06-20,Jakarta Selatan,62,5,18,85,22
2011-06-20,Jakarta Utara,61,13,22,74,22
2011-06-20,Jakarta Barat,,,,,
2011-06-20,Jakarta Timur,109,5,27,88,27
2011-06-20,Jakarta Pusat,55,12,32,63,25
2011-06-21,Jakarta Pusat,60,15,30,45,26
2011-06-21,Jakarta Timur,97,5,21,70,14
2011-06-21,Jakarta Utara,63,19,18,79,22
2011-06-21,Jakarta Barat,,,,,
2011-06-21,Jakarta Selatan,71,6,18,82,16
2011-06-22,Jakarta Utara,69,22,16,87,16
2011-06-22,Jakarta Pusat,62,15,29,71,21
2011-06-22,Jakarta Selatan,66,7,12,92,11
2011-06-22,Jakarta Timur,112,9,19,83,12
2011-06-22,Jakarta Barat,,,,,
2011-06-23,Jakarta Utara,61,11,22,94,39
2011-06-23,Jakarta Timur,109,9,23,86,11
2011-06-23,Jakarta Selatan,68,6,17,90,13
2011-06-23,Jakarta Pusat,68,13,29,77,19
2011-06-23,Jakarta Barat,,,,,
2011-06-24,Jakarta Barat,,,,,
2011-06-24,Jakarta Timur,107,9,20,82,12
2011-06-24,Jakarta Pusat,67,14,29,67,16
2011-06-24,Jakarta Selatan,72,6,16,78,15
2011-06-24,Jakarta Utara,64,16,16,85,15
2011-06-25,Jakarta Barat,,,,,
2011-06-25,Jakarta Pusat,66,11,27,51,13
2011-06-25,Jakarta Timur,87,7,12,55,7
2011-06-25,Jakarta Utara,59,10,11,64,12
2011-06-25,Jakarta Selatan,70,6,10,79,7
2011-06-26,Jakarta Utara,62,11,15,66,13
2011-06-26,Jakarta Pusat,60,12,18,46,12
2011-06-26,Jakarta Selatan,67,5,12,73,9
2011-06-26,Jakarta Timur,103,7,19,59,11
2011-06-26,Jakarta Barat,,,,,
2011-06-27,Jakarta Selatan,60,6,12,49,9
2011-06-27,Jakarta Timur,85,8,14,39,10
2011-06-27,Jakarta Utara,53,10,19,49,19
2011-06-27,Jakarta Barat,,,,,
2011-06-27,Jakarta Pusat,56,12,23,38,14
2011-06-28,Jakarta Timur,72,5,18,106,13
2011-06-28,Jakarta Pusat,59,10,28,76,18
2011-06-28,Jakarta Utara,54,8,19,122,20
2011-06-28,Jakarta Selatan,63,4,15,60,8
2011-06-28,Jakarta Barat,,,,,
2011-06-29,Jakarta Pusat,53,14,27,78,20
2011-06-29,Jakarta Utara,61,15,19,86,15
2011-06-29,Jakarta Barat,,,,,
2011-06-29,Jakarta Selatan,50,5,17,157,9
2011-06-29,Jakarta Timur,68,5,25,72,13
2011-06-30,Jakarta Utara,59,16,19,127,17
2011-06-30,Jakarta Barat,,,,,
2011-06-30,Jakarta Selatan,52,5,14,123,11
2011-06-30,Jakarta Pusat,52,12,33,99,21
2011-06-30,Jakarta Timur,80,10,18,80,22
2011-07-01,Jakarta Utara,62,12,30,53,15
2011-07-01,Jakarta Selatan,53,5,20,52,14
2011-07-01,Jakarta Barat,,,,,
2011-07-01,Jakarta Timur,85,7,20,31,11
2011-07-01,Jakarta Pusat,59,14,33,65,19
2011-07-02,Jakarta Barat,,,,,
2011-07-02,Jakarta Pusat,63,17,34,51,18
2011-07-02,Jakarta Selatan,64,5,32,81,9
2011-07-02,Jakarta Utara,69,16,37,58,17
2011-07-02,Jakarta Timur,128,10,32,63,13
2011-07-03,Jakarta Timur,94,6,19,60,9
2011-07-03,Jakarta Barat,,,,,
2011-07-03,Jakarta Utara,63,14,16,57,12
2011-07-03,Jakarta Selatan,65,5,25,90,9
2011-07-03,Jakarta Pusat,56,14,20,46,14
2011-07-04,Jakarta Barat,,,,,
2011-07-04,Jakarta Utara,57,12,12,62,12
2011-07-04,Jakarta Pusat,54,13,24,55,15
2011-07-04,Jakarta Selatan,59,5,12,75,8
2011-07-04,Jakarta Timur,89,6,15,68,7
2011-07-05,Jakarta Barat,,,,,
2011-07-05,Jakarta Timur,93,6,20,62,19
2011-07-05,Jakarta Selatan,78,6,35,90,13
2011-07-05,Jakarta Pusat,66,14,29,78,17
2011-07-05,Jakarta Utara,72,21,23,76,18
2011-07-06,Jakarta Timur,61,5,11,53,7
2011-07-06,Jakarta Selatan,54,5,12,80,7
2011-07-06,Jakarta Utara,57,18,14,73,13
2011-07-06,Jakarta Barat,,,,,
2011-07-06,Jakarta Pusat,54,13,27,46,17
2011-07-07,Jakarta Timur,79,5,18,78,13
2011-07-07,Jakarta Pusat,59,18,27,62,14
2011-07-07,Jakarta Selatan,59,5,16,90,10
2011-07-07,Jakarta Barat,,,,,
2011-07-07,Jakarta Utara,64,22,17,15,15
2011-07-08,Jakarta Pusat,63,19,25,42,12
2011-07-08,Jakarta Selatan,63,6,13,88,10
2011-07-08,Jakarta Utara,62,20,16,13,15
2011-07-08,Jakarta Timur,80,6,14,57,11
2011-07-08,Jakarta Barat,,,,,
2011-07-09,Jakarta Timur,80,7,17,59,12
2011-07-09,Jakarta Pusat,54,16,21,54,10
2011-07-09,Jakarta Selatan,65,6,17,60,10
2011-07-09,Jakarta Utara,59,17,12,15,13
2011-07-09,Jakarta Barat,,,,,
2011-07-10,Jakarta Selatan,59,6,13,70,8
2011-07-10,Jakarta Utara,58,19,12,13,11
2011-07-10,Jakarta Barat,,,,,
2011-07-10,Jakarta Timur,83,7,15,73,9
2011-07-10,Jakarta Pusat,51,15,18,57,12
2011-07-11,Jakarta Selatan,56,5,16,92,10
2011-07-11,Jakarta Pusat,54,13,27,55,13
2011-07-11,Jakarta Barat,,,,,
2011-07-11,Jakarta Timur,66,4,17,59,8
2011-07-11,Jakarta Utara,49,9,22,13,17
2011-07-12,Jakarta Utara,59,18,20,14,15
2011-07-12,Jakarta Selatan,68,5,29,78,16
2011-07-12,Jakarta Barat,,,,,
2011-07-12,Jakarta Pusat,60,20,30,50,17
2011-07-12,Jakarta Timur,92,5,27,61,14
2011-07-13,Jakarta Selatan,68,5,21,82,10
2011-07-13,Jakarta Utara,60,20,16,57,12
2011-07-13,Jakarta Timur,74,4,16,64,8
2011-07-13,Jakarta Barat,,,,,
2011-07-13,Jakarta Pusat,58,17,28,44,13
2011-07-14,Jakarta Selatan,52,4,15,105,5
2011-07-14,Jakarta Pusat,57,14,27,81,17
2011-07-14,Jakarta Utara,60,17,22,82,14
2011-07-14,Jakarta Timur,102,5,26,83,9
2011-07-14,Jakarta Barat,,,,,
2011-07-15,Jakarta Utara,61,12,22,174,17
2011-07-15,Jakarta Pusat,63,14,30,123,19
2011-07-15,Jakarta Barat,,,,,
2011-07-15,Jakarta Selatan,61,5,15,116,12
2011-07-15,Jakarta Timur,104,5,28,85,9
2011-07-16,Jakarta Selatan,56,5,14,120,15
2011-07-16,Jakarta Timur,81,5,18,96,16
2011-07-16,Jakarta Utara,58,11,21,112,19
2011-07-16,Jakarta Barat,,,,,
2011-07-16,Jakarta Pusat,62,14,29,75,18
2011-07-17,Jakarta Timur,101,5,28,77,11
2011-07-17,Jakarta Selatan,49,4,21,84,10
2011-07-17,Jakarta Barat,,,,,
2011-07-17,Jakarta Utara,69,28,25,77,17
2011-07-17,Jakarta Pusat,61,17,31,48,16
2011-07-18,Jakarta Barat,,,,,
2011-07-18,Jakarta Pusat,62,18,35,84,26
2011-07-18,Jakarta Utara,58,16,19,68,13
2011-07-18,Jakarta Timur,122,5,30,80,9
2011-07-18,Jakarta Selatan,62,4,28,81,10
2011-07-19,Jakarta Timur,97,6,28,56,15
2011-07-19,Jakarta Pusat,62,18,32,60,16
2011-07-19,Jakarta Selatan,62,5,16,74,17
2011-07-19,Jakarta Utara,63,22,18,71,17
2011-07-19,Jakarta Barat,,,,,
2011-07-20,Jakarta Barat,,,,,
2011-07-20,Jakarta Selatan,50,5,10,71,7
2011-07-20,Jakarta Pusat,52,16,26,42,13
2011-07-20,Jakarta Utara,62,16,15,57,12
2011-07-20,Jakarta Timur,70,5,17,63,9
2011-07-21,Jakarta Barat,,,,,
2011-07-21,Jakarta Utara,71,21,16,63,12
2011-07-21,Jakarta Selatan,56,5,15,58,8
2011-07-21,Jakarta Pusat,53,17,23,36,11
2011-07-21,Jakarta Timur,107,4,16,41,7
2011-07-22,Jakarta Selatan,55,5,13,55,8
2011-07-22,Jakarta Pusat,55,22,23,31,10
2011-07-22,Jakarta Barat,,,,,
2011-07-22,Jakarta Utara,57,13,13,51,10
2011-07-22,Jakarta Timur,73,5,13,39,7
2011-07-23,Jakarta Barat,,,,,
2011-07-23,Jakarta Selatan,68,4,53,76,10
2011-07-23,Jakarta Pusat,62,19,30,34,13
2011-07-23,Jakarta Timur,103,5,33,54,11
2011-07-23,Jakarta Utara,66,15,14,68,12
2011-07-24,Jakarta Selatan,63,5,22,85,15
2011-07-24,Jakarta Barat,,,,,
2011-07-24,Jakarta Timur,116,5,25,78,10
2011-07-24,Jakarta Utara,70,16,16,107,15
2011-07-24,Jakarta Pusat,55,16,19,75,14
2011-07-25,Jakarta Timur,83,5,14,93,11
2011-07-25,Jakarta Utara,53,9,10,100,9
2011-07-25,Jakarta Selatan,60,5,15,127,13
2011-07-25,Jakarta Barat,,,,,
2011-07-25,Jakarta Pusat,51,13,30,87,22
2011-07-26,Jakarta Pusat,65,17,32,55,18
2011-07-26,Jakarta Selatan,58,5,17,104,10
2011-07-26,Jakarta Timur,86,6,32,75,17
2011-07-26,Jakarta Utara,75,22,21,88,16
2011-07-26,Jakarta Barat,,,,,
2011-07-27,Jakarta Barat,,,,,
2011-07-27,Jakarta Timur,100,6,19,60,13
2011-07-27,Jakarta Selatan,63,5,17,82,10
2011-07-27,Jakarta Utara,81,24,15,65,16
2011-07-27,Jakarta Pusat,59,12,25,75,18
2011-07-28,Jakarta Selatan,57,5,10,113,7
2011-07-28,Jakarta Utara,74,16,20,69,18
2011-07-28,Jakarta Timur,103,7,17,65,12
2011-07-28,Jakarta Barat,,,,,
2011-07-28,Jakarta Pusat,61,7,29,81,16
2011-07-29,Jakarta Barat,,,,,
2011-07-29,Jakarta Selatan,54,5,13,81,15
2011-07-29,Jakarta Timur,70,6,10,75,12
2011-07-29,Jakarta Utara,57,10,16,136,24
2011-07-29,Jakarta Pusat,53,16,27,80,18
2011-07-30,Jakarta Pusat,64,15,27,78,20
2011-07-30,Jakarta Barat,,,,,
2011-07-30,Jakarta Selatan,63,9,14,114,10
2011-07-30,Jakarta Timur,87,7,14,68,23
2011-07-30,Jakarta Utara,68,14,18,129,17
2011-07-31,Jakarta Barat,,,,,
2011-07-31,Jakarta Pusat,57,14,20,54,19
2011-07-31,Jakarta Timur,96,6,23,63,10
2011-07-31,Jakarta Utara,68,12,17,55,8
2011-07-31,Jakarta Selatan,61,6,14,73,11
2011-08-01,Jakarta Timur,110,6,19,51,12
2011-08-01,Jakarta Selatan,61,5,14,67,6
2011-08-01,Jakarta Utara,72,20,18,57,13
2011-08-01,Jakarta Barat,,,,,
2011-08-01,Jakarta Pusat,57,16,23,47,16
2011-08-02,Jakarta Pusat,56,14,25,53,15
2011-08-02,Jakarta Barat,,,,,
2011-08-02,Jakarta Timur,95,6,13,52,12
2011-08-02,Jakarta Utara,71,17,16,59,15
2011-08-02,Jakarta Selatan,62,6,14,69,7
2011-08-03,Jakarta Timur,110,6,15,67,9
2011-08-03,Jakarta Barat,,,,,
2011-08-03,Jakarta Utara,69,15,19,165,18
2011-08-03,Jakarta Selatan,54,5,12,89,7
2011-08-03,Jakarta Pusat,58,10,28,100,20
2011-08-04,Jakarta Selatan,59,5,12,117,12
2011-08-04,Jakarta Utara,59,9,18,116,26
2011-08-04,Jakarta Pusat,65,12,27,99,21
2011-08-04,Jakarta Timur,71,6,11,87,7
2011-08-04,Jakarta Barat,,,,,
2011-08-05,Jakarta Barat,,,,,
2011-08-05,Jakarta Selatan,58,6,15,95,8
2011-08-05,Jakarta Utara,65,10,22,168,17
2011-08-05,Jakarta Timur,89,6,15,100,13
2011-08-05,Jakarta Pusat,65,16,29,84,22
2011-08-06,Jakarta Timur,119,7,18,79,16
2011-08-06,Jakarta Utara,71,16,17,105,12
2011-08-06,Jakarta Selatan,65,6,18,94,11
2011-08-06,Jakarta Barat,,,,,
2011-08-06,Jakarta Pusat,68,15,27,85,16
2011-08-07,Jakarta Barat,,,,,
2011-08-07,Jakarta Utara,73,16,21,61,13
2011-08-07,Jakarta Timur,115,,37,58,10
2011-08-07,Jakarta Selatan,68,5,34,82,10
2011-08-07,Jakarta Pusat,66,14,23,54,13
2011-08-08,Jakarta Barat,,,,,
2011-08-08,Jakarta Timur,134,5,20,58,11
2011-08-08,Jakarta Pusat,63,12,24,60,14
2011-08-08,Jakarta Utara,71,14,15,58,15
2011-08-08,Jakarta Selatan,66,5,18,91,6
2011-08-09,Jakarta Barat,,,,,
2011-08-09,Jakarta Selatan,67,5,13,107,9
2011-08-09,Jakarta Utara,83,17,14,70,13
2011-08-09,Jakarta Pusat,67,14,23,61,14
2011-08-09,Jakarta Timur,118,6,15,83,10
2011-08-10,Jakarta Barat,,,,,
2011-08-10,Jakarta Pusat,74,14,25,73,16
2011-08-10,Jakarta Utara,79,15,18,65,16
