tanggal,pm10,so2,co,o3,no2
2017-01-01,69.0,27.0,23.0,54.0,5.0
2017-01-02,35.0,26.0,7.0,36.0,4.0
2017-01-03,55.0,26.0,7.0,66.8,5.0
2017-01-04,51.0,26.0,13.0,87.0,7.0
2017-01-05,48.0,27.0,16.0,67.0,9.0
2017-01-06,38.0,26.0,10.0,64.0,7.0
2017-01-07,32.0,26.0,11.0,67.0,5.0
2017-01-08,43.0,28.0,14.0,54.0,5.0
2017-01-09,38.0,27.0,10.0,55.0,4.0
2017-01-10,59.0,27.0,14.0,48.0,8.0
2017-01-11,49.0,27.0,12.0,48.0,7.0
2017-01-12,25.0,26.0,7.0,26.0,5.0
2017-01-13,19.0,27.0,4.0,16.0,3.0
2017-01-14,21.0,27.0,4.0,16.0,3.0
2017-01-15,29.0,27.0,12.0,27.0,4.0
2017-01-16,27.0,20.0,12.6,41.8,6.6
2017-01-17,20.0,27.0,4.0,26.0,3.0
2017-01-18,28.0,27.0,9.0,21.0,3.0
2017-01-19,24.0,27.0,4.0,18.0,3.0
2017-01-20,24.0,27.0,4.0,20.0,3.0
2017-01-21,53.0,28.0,8.0,39.0,5.0
2017-01-22,63.0,27.0,9.0,35.0,4.0
2017-01-23,34.0,28.0,5.0,34.0,4.0
2017-01-24,33.0,28.0,9.0,29.0,2.0
2017-01-25,25.0,27.0,4.0,30.0,3.0
2017-01-26,37.6,28.0,5.0,30.0,4.0
2017-01-27,51.0,28.0,14.0,40.0,7.0
2017-01-28,40.0,28.0,12.0,46.0,4.0
2017-01-29,33.0,28.0,13.0,30.0,8.0
2017-01-30,39.0,28.0,15.0,46.0,3.0
2017-01-31,30.0,28.0,8.0,35.0,5.0
2017-02-01,38.0,28.0,11.0,39.0,6.0
2017-02-02,35.0,28.0,14.0,34.0,4.0
2017-02-03,34.0,28.0,12.0,25.0,5.0
2017-02-04,30.0,28.0,3.0,20.0,3.0
2017-02-05,23.0,28.0,4.2,18.0,2.0
2017-02-06,17.0,28.0,5.6,18.0,2.0
2017-02-07,31.0,28.0,8.0,30.0,4.0
2017-02-08,25.0,29.0,4.0,26.0,5.0
2017-02-09,31.0,29.0,8.0,15.0,3.0
2017-02-10,22.0,28.0,9.0,27.0,3.0
2017-02-11,32.0,29.0,13.0,25.0,5.0
2017-02-12,37.0,28.0,13.0,27.0,6.0
2017-02-13,43.0,29.0,12.0,41.0,6.0
2017-02-14,39.0,29.0,17.0,43.0,5.0
2017-02-15,29.0,29.0,4.0,50.0,6.0
2017-02-16,27.0,29.0,7.0,41.0,6.0
2017-02-17,61.0,29.0,22.0,37.0,7.0
2017-02-18,62.0,29.0,15.0,33.0,7.0
2017-02-19,78.0,29.0,26.0,27.0,4.0
2017-02-20,59.0,29.0,31.0,17.0,5.0
2017-02-21,51.0,29.0,24.0,38.0,6.0
2017-02-22,53.0,30.0,26.0,101.0,7.0
2017-02-23,54.0,29.0,18.0,114.0,8.0
2017-02-24,62.0,29.0,22.0,63.0,12.0
2017-02-25,51.0,29.0,13.0,69.0,7.0
2017-02-26,49.0,30.0,12.0,58.0,7.0
2017-02-27,36.0,30.0,12.0,69.0,10.0
2017-02-28,64.0,30.0,16.0,98.0,11.0
2017-03-01,54.0,30.0,14.0,58.0,11.0
2017-03-02,64.0,31.0,19.0,71.0,7.0
2017-03-03,60.0,30.0,15.0,49.0,9.0
2017-03-04,43.0,30.0,13.0,79.0,6.0
2017-03-05,60.0,31.0,20.0,60.0,12.0
2017-03-06,52.0,30.0,8.0,58.0,7.0
2017-03-07,52.0,30.0,11.0,53.0,9.0
2017-03-08,40.0,31.0,11.0,82.0,11.0
2017-03-09,53.0,31.0,8.0,110.0,24.0
2017-03-10,77.0,31.0,21.0,65.0,18.0
2017-03-11,60.0,31.0,8.0,73.0,12.0
2017-03-12,75.0,32.0,23.0,57.0,11.0
2017-03-13,72.0,32.0,14.0,41.0,13.0
2017-03-14,71.0,32.0,8.0,36.0,9.0
2017-03-15,47.0,32.0,4.0,27.0,6.0
2017-03-16,51.0,32.0,9.0,64.0,9.0
2017-03-17,94.0,32.0,21.0,62.0,23.0
2017-03-18,52.0,31.0,12.0,41.0,8.0
2017-03-19,49.0,32.0,21.0,38.0,5.0
2017-03-20,28.0,31.0,7.0,23.0,4.0
2017-03-21,46.0,31.0,19.0,40.0,8.0
2017-03-22,41.0,32.0,9.0,44.0,7.0
2017-03-23,56.0,31.0,21.0,34.0,11.0
2017-03-24,88.0,32.0,59.0,89.0,15.0
2017-03-25,66.0,32.0,13.0,49.0,9.0
2017-03-26,66.0,32.0,39.0,47.0,6.0
2017-03-27,52.0,32.0,19.0,78.0,20.0
2017-03-28,72.0,32.0,20.0,58.0,6.0
2017-03-29,57.0,32.0,18.0,52.0,9.0
2017-03-30,45.0,32.0,14.0,48.0,6.0
2017-03-31,27.0,33.0,5.0,17.0,5.0
2017-10-01,47.0,21.8,12.0,61.0,10.0
2017-10-02,55.0,52.0,23.0,52.0,9.0
2017-10-03,58.0,51.0,28.0,56.0,13.0
2017-10-04,56.0,52.0,15.0,72.0,11.0
2017-10-05,66.0,52.0,16.0,50.0,9.0
2017-10-06,62.0,52.0,8.0,56.0,8.0
2017-10-07,71.0,52.0,17.0,76.0,9.0
2017-10-08,66.0,52.0,10.0,57.0,9.0
2017-10-09,72.0,52.0,17.0,64.0,13.0
2017-10-10,58.0,51.0,27.0,82.0,14.0
2017-10-11,67.0,52.0,16.0,75.0,22.0
2017-10-12,77.0,52.0,16.0,81.0,16.0
2017-10-13,55.0,52.0,23.0,72.0,15.0
2017-10-14,52.0,53.0,8.0,69.0,10.0
2017-10-15,61.0,53.0,5.0,89.0,8.0
2017-10-16,44.0,53.0,6.0,55.0,10.0
2017-10-17,52.0,52.0,11.0,62.0,10.0
2017-10-18,61.0,53.0,9.0,91.0,15.0
2017-10-19,57.0,52.0,16.0,86.0,14.0
2017-10-20,51.0,52.0,25.0,71.0,13.0
2017-10-21,84.0,53.0,42.0,104.0,15.0
2017-10-22,67.0,53.0,13.0,80.0,9.0
2017-10-23,66.0,52.0,16.0,78.0,10.0
2017-10-24,51.0,52.0,10.0,110.0,8.0
2017-10-25,52.0,52.0,9.0,93.0,10.0
2017-10-26,61.0,53.0,9.0,53.0,12.0
2017-10-27,56.0,53.0,10.0,77.0,14.0
2017-10-28,73.0,52.0,15.0,69.0,11.0
2017-10-29,80.0,52.0,29.0,53.0,9.0
2017-10-30,74.0,52.0,16.0,52.0,15.0
2017-10-31,57.0,52.0,9.0,77.0,12.0
2017-11-01,55.0,53.0,6.0,100.0,9.0
2017-11-02,83.0,54.0,8.0,98.0,10.0
2017-11-03,65.0,53.0,8.0,86.0,15.0
2017-11-04,66.0,53.0,4.0,71.0,24.0
2017-11-05,72.0,53.0,7.0,63.0,12.0
2017-11-06,54.0,53.0,9.6,55.6,7.0
2017-11-07,51.0,53.0,6.0,78.6,10.0
2017-11-08,57.0,53.0,18.0,49.0,9.0
2017-11-09,59.0,53.0,15.0,64.0,10.0
2017-11-10,52.0,53.0,10.0,106.0,11.0
2017-11-11,58.0,53.0,12.0,122.0,12.0
2017-11-12,48.0,52.0,9.0,99.0,9.0
2017-11-13,51.0,53.0,13.0,52.0,11.0
2017-11-14,54.0,53.0,19.0,89.0,11.0
2017-11-15,46.0,53.0,10.0,98.0,20.0
2017-11-16,72.0,53.0,11.0,85.0,15.0
2017-11-17,51.0,53.0,20.0,126.0,18.0
2017-11-18,55.0,53.0,16.0,55.0,10.0
2017-11-19,58.8,53.0,16.0,80.0,8.0
2017-11-20,57.4,53.0,12.0,79.0,9.0
2017-11-21,59.0,54.0,12.0,97.0,15.0
2017-11-22,65.0,53.0,13.0,117.0,10.0
2017-11-23,51.0,53.0,10.0,50.0,8.0
2017-11-24,38.0,53.0,6.0,31.0,6.0
2017-11-25,40.0,53.0,6.0,24.0,7.0
2017-11-26,25.0,53.0,6.4,24.0,3.0
