tanggal,pm10,so2,co,o3,no2
2021-01-01,41.0,37.0,14.0,35.0,4.0
2021-01-02,44.0,38.0,38.0,59.0,3.0
2021-01-03,50.0,37.0,16.0,52.0,5.0
2021-01-04,45.0,36.0,16.0,24.0,3.0
2021-01-05,52.0,36.0,15.0,35.0,8.0
2021-01-06,73.0,32.0,29.0,66.0,6.0
2021-01-07,36.0,30.0,19.0,55.0,5.0
2021-01-08,36.0,31.0,23.0,51.0,6.0
2021-01-09,60.0,30.0,34.0,42.0,6.0
2021-01-10,14.0,28.0,9.0,38.0,3.0
2021-01-11,51.0,29.0,17.0,57.0,4.0
2021-01-12,23.0,28.0,11.0,44.0,4.0
2021-01-13,36.0,27.0,8.0,32.0,3.0
2021-01-14,35.0,28.0,13.0,38.0,5.0
2021-01-15,51.0,26.0,20.0,56.0,5.0
2021-01-16,47.0,27.0,18.0,38.0,7.0
2021-01-17,52.0,28.0,12.0,41.0,8.0
2021-01-18,34.0,28.0,10.0,37.0,4.0
2021-01-19,25.0,26.0,12.0,31.0,7.0
2021-01-20,54.0,25.0,16.0,33.0,8.0
2021-01-21,63.0,25.0,21.0,38.0,7.0
2021-01-22,52.0,26.0,32.0,54.0,8.0
2021-01-23,89.0,27.0,47.0,61.0,11.0
2021-01-24,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2021-01-25,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2021-01-26,57.0,26.0,34.0,39.0,7.0
2021-01-27,18.0,25.0,7.0,19.0,4.0
2021-01-28,23.0,25.0,11.0,20.0,5.0
2021-01-29,27.0,26.0,9.0,36.0,4.0
2021-01-30,21.0,26.0,16.0,32.0,6.0
2021-01-31,56.8,17.2,17.0,60.8,13.0
2021-02-01,63.36065573770492,21.22280887011616,17.829605963791266,61.37369290038525,11.627486910994763
2021-02-02,37.0,40.0,14.0,22.0,12.0
2021-02-03,24.0,40.0,9.0,21.0,8.0
2021-02-04,19.0,40.0,12.0,19.0,10.0
2021-02-05,19.0,40.0,12.0,20.0,9.0
2021-02-06,18.0,40.0,7.0,28.0,6.0
2021-02-07,25.0,40.0,10.0,22.0,11.0
2021-02-08,17.0,39.0,10.0,21.0,9.0
2021-02-09,31.0,40.0,13.0,19.0,9.0
2021-02-10,30.0,40.0,13.0,20.0,8.0
2021-02-11,21.0,40.0,7.0,16.0,5.0
2021-02-12,33.0,40.0,12.0,19.0,5.0
2021-02-13,43.0,40.0,11.0,25.0,9.0
2021-02-14,34.0,39.0,11.0,26.0,9.0
2021-02-15,42.0,40.0,11.0,25.0,12.0
2021-02-16,43.0,40.0,11.0,23.0,13.0
2021-02-17,38.0,40.0,22.0,21.0,15.0
2021-02-18,37.0,41.0,10.0,22.0,11.0
2021-02-19,25.0,39.0,16.0,20.0,13.0
2021-02-20,33.0,39.0,12.0,24.0,12.0
2021-02-21,21.0,39.0,10.0,23.0,10.0
2021-02-22,59.0,40.0,21.0,25.0,12.0
2021-02-23,51.0,40.0,16.0,24.0,11.0
2021-02-24,42.0,39.0,9.0,13.0,6.0
2021-02-25,16.0,39.0,9.0,19.0,4.0
2021-02-26,48.0,39.0,11.0,23.0,13.0
2021-02-27,59.0,40.0,13.0,30.0,12.0
2021-02-28,68.0,39.0,18.0,24.0,14.0
2021-03-01,56.0,40.0,13.0,19.0,9.0
2021-03-02,46.0,39.0,17.0,29.0,14.0
2021-03-03,52.0,41.0,19.0,31.0,14.0
2021-03-04,62.0,40.0,19.0,33.0,11.0
2021-03-05,51.0,40.0,14.0,32.0,13.0
2021-03-06,61.0,40.0,22.0,32.0,13.0
2021-03-07,60.0,41.0,23.0,34.0,14.0
2021-03-08,58.0,40.0,16.0,19.0,6.0
2021-03-09,24.0,41.0,10.0,18.0,8.0
2021-03-10,56.0,40.0,21.0,21.0,12.0
2021-03-11,28.0,39.0,9.0,25.0,9.0
2021-03-12,53.0,41.0,19.0,22.0,13.0
2021-03-13,37.0,41.0,10.0,20.0,9.0
2021-03-14,40.0,41.0,16.0,14.0,9.0
2021-03-15,37.0,42.0,14.0,24.0,12.0
2021-03-16,57.0,46.0,13.0,37.0,18.0
2021-03-17,68.0,43.0,20.0,37.0,14.0
2021-03-18,68.0,45.0,16.0,37.0,22.0
2021-03-19,57.0,42.0,12.0,42.0,15.0
2021-03-20,55.0,44.0,12.0,38.0,18.0
2021-03-21,57.0,41.0,16.0,22.0,17.0
2021-03-22,52.0,41.0,15.0,20.0,11.0
2021-03-23,38.0,41.0,8.0,12.0,7.0
2021-03-24,30.0,40.0,7.0,13.0,9.0
2021-03-25,36.0,41.0,8.0,19.0,12.0
2021-03-26,52.0,42.0,17.0,31.0,16.0
2021-03-27,58.0,43.0,13.0,35.0,20.0
2021-03-28,50.0,41.0,14.0,37.0,16.0
2021-03-29,54.0,41.0,18.0,35.0,19.0
2021-03-30,41.0,42.0,14.0,21.0,25.0
2021-03-31,48.0,43.0,12.0,25.0,18.0
2021-10-01,65.6,45.0,10.0,35.0,33.0
2021-10-02,58.2,46.0,10.0,35.0,19.0
2021-10-03,59.0,44.0,9.0,32.0,19.0
