tanggal,pm10,so2,co,o3,no2
2015-01-01,13.0,5.0,28.0,5.0,6.0
2015-01-02,13.0,5.0,21.0,5.0,5.0
2015-01-03,9.0,5.0,25.0,8.0,2.0
2015-01-04,12.0,5.0,24.0,8.0,2.0
2015-01-05,13.0,5.0,23.0,5.0,5.0
2015-01-06,12.0,5.0,22.0,5.0,5.0
2015-01-07,15.0,6.0,32.0,7.0,3.0
2015-01-08,48.0,6.0,21.0,4.0,12.0
2015-01-09,10.0,6.0,22.0,5.0,5.0
2015-01-10,14.0,6.0,20.0,5.0,5.0
2015-01-11,15.0,6.0,21.0,5.0,3.0
2015-01-12,10.0,6.0,25.0,5.0,5.0
2015-01-13,10.0,6.0,33.0,5.0,12.0
2015-01-14,12.0,6.0,36.0,5.0,7.0
2015-01-15,14.0,6.0,34.0,6.0,10.0
2015-01-16,18.0,15.0,61.0,24.0,5.0
2015-01-17,16.0,8.0,30.0,6.0,5.0
2015-01-18,19.0,6.0,36.0,7.0,7.0
2015-01-19,16.0,6.0,37.0,7.0,7.0
2015-01-20,28.0,6.0,66.0,9.0,8.0
2015-01-21,21.0,6.0,37.0,10.0,6.0
2015-01-22,15.0,6.0,35.0,36.0,12.0
2015-01-23,10.0,6.0,50.0,41.0,7.0
2015-01-24,17.0,9.0,72.0,65.0,11.0
2015-01-25,12.0,7.0,26.0,67.0,4.0
2015-01-26,14.0,8.0,41.0,59.0,9.0
2015-01-27,12.0,8.0,51.0,49.0,9.0
2015-01-28,19.0,8.0,46.0,65.0,8.0
2015-01-29,10.0,8.0,32.0,61.0,7.0
2015-01-30,12.0,7.0,46.0,50.0,8.0
2015-01-31,11.0,8.0,32.0,41.0,4.0
2015-02-01,13.0,7.0,29.0,42.0,5.0
2015-02-02,43.10104810534803,16.119280613594288,20.048516129032254,68.77168831168831,9.011859838274932
2015-02-03,22.0,8.0,69.0,50.0,10.0
2015-02-04,26.0,10.0,52.0,55.0,9.0
2015-02-05,17.0,9.0,33.0,58.0,11.0
2015-02-06,16.0,8.0,52.0,49.0,9.0
2015-02-07,13.0,9.0,33.0,53.0,6.0
2015-02-08,17.0,9.0,34.0,46.0,9.0
2015-02-09,14.0,8.0,45.0,36.0,8.0
2015-02-10,13.0,7.0,42.0,46.0,11.0
2015-02-11,11.0,8.0,68.0,40.0,8.0
2015-02-12,19.0,10.0,50.0,50.0,10.0
2015-02-13,17.0,8.0,37.0,48.0,6.0
2015-02-14,14.0,8.0,56.0,48.0,7.0
2015-02-15,25.0,9.0,71.0,44.0,9.0
